Designation,Name,Location,Total_applicants,LinkedIn_Followers,Level,Involvement,Employee_count,Industry,technical_skills,PYTHON,C++,JAVA,HADOOP,SCALA,FLASK,PANDAS,SPARK,NUMPY,PHP,SQL,MYSQL,CSS,MONGODB,NLTK,TENSORFLOW,LINUX,RUBY,JAVASCRIPT,DJANGO,REACT,REACTJS,AI,UI,TABLEAU,NODEJS,EXCEL,POWER BI,SELENIUM,HTML,ML
Branch Relationship Manager,ACURA SOLUTIONS LTD, Karnataka,1,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst/Associate Consultant (Primary Market Research),ACURA SOLUTIONS LTD, Karnataka,16,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP Basis-Module Lead,IDESLABS PRIVATE LIMITED, Andhra Pradesh,5,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Karnataka,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
System Engineer,Wipro, Uttar Pradesh,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Manager-Regional Account Service,Vodafone Idea Limited, Maharashtra,115,235117,Full-time , Mid-Senior level,10001, Telecommunications,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Dot net Developer / Sr. Developer,IDESLABS PRIVATE LIMITED, Telangana,2,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Deputy Branch Manager ( Leading Pvt. Bank),ACURA SOLUTIONS LTD, Karnataka,1,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Analyst/Associate Consultant (Primary Market Research),ACURA SOLUTIONS LTD, Haryana,19,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrix Admin-Administrator,Wipro, Karnataka,50,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Maharashtra,1,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Assitance Manager - Purchase ( Jejuri - Pune location),ACURA SOLUTIONS LTD, Maharashtra,2,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
E-Commerce Manager - Agritech Company,ACURA SOLUTIONS LTD, Maharashtra,12,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Associate Solution Architect,IDESLABS PRIVATE LIMITED, Telangana,5,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Support Analyst,IDESLABS PRIVATE LIMITED, Telangana,3,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cloud Architect,LTIMindtree, West Bengal,12,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Technical Lead,Wipro, Tamil Nadu,142,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Project Lead,IDESLABS PRIVATE LIMITED, Karnataka,53,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Java Full Stack with angular and springboot,LTIMindtree, Maharashtra,2,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
GCP Professionals,LTIMindtree, Tamil Nadu,4,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GCP Professionals,LTIMindtree, Delhi,2,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SAP ABAP on HANA,IDESLABS PRIVATE LIMITED, Maharashtra,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Oracle SCM Technical,IDESLABS PRIVATE LIMITED, Telangana,3,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AGM - Zonal Technical Manager,Vodafone Idea Limited, Maharashtra,35,235117,Full-time , Mid-Senior level,10001, Telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Oracle Apps Technical OAF,LTIMindtree, Tamil Nadu,3,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Mainframe Developer- PAN India,LTIMindtree, Telangana,5,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Digital Marketing Executive,ACURA SOLUTIONS LTD, Maharashtra,11,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Developer,Wipro, Kerala,85,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Associate Security Consultant,IDESLABS PRIVATE LIMITED, Karnataka,4,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
BDM-Business Loan in a Leading MNC Bank,ACURA SOLUTIONS LTD, Rajasthan,1,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Java Full Stack with angular and springboot,LTIMindtree, Karnataka,1,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Karnataka,16,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TASC RM ( Leading Pvt. Bank),ACURA SOLUTIONS LTD, Telangana,0,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cyber Security Analyst,Wipro, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Oracle EPBCS (Enterprise Planning and Budgeting Cloud Service),LTIMindtree, Maharashtra,0,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle EPBCS (Enterprise Planning and Budgeting Cloud Service),LTIMindtree, Haryana,0,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP FICO,IDESLABS PRIVATE LIMITED, Telangana,31,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AWS DevOps,IDESLABS PRIVATE LIMITED, Telangana,2,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Telangana,35,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LTIMindtree Hiring - Servicenow Developers,LTIMindtree, Delhi,3,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Solution Architect,IDESLABS PRIVATE LIMITED, Telangana,7,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Oracle IAM with Java Developer,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager,LTIMindtree, West Bengal,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Business Analyst,IDESLABS PRIVATE LIMITED, Maharashtra,118,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Uttar Pradesh,1,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Uttar Pradesh,0,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Uttar Pradesh,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Power BI Developer,IDESLABS PRIVATE LIMITED, Telangana,4,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Telangana,9,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Java Backend,IDESLABS PRIVATE LIMITED, Telangana,5,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Oracle Finance Technical Consultant,IDESLABS PRIVATE LIMITED, Telangana,12,80867,Contract , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
AI/ML - Data Scientist,Wipro, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
PHP Developer,IDESLABS PRIVATE LIMITED, Tamil Nadu,10,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1
Database Admin. Sr Cnslt.,IDESLABS PRIVATE LIMITED, Telangana,12,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Hyperion Essbase And Planning,LTIMindtree, Telangana,2,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Hyperion Essbase And Planning,LTIMindtree, West Bengal,2,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
UI/UX developer,ACURA SOLUTIONS LTD, Gujarat,0,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Telecaller Executive (Fintech Firm),ACURA SOLUTIONS LTD, Maharashtra,1,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Tech Manager,IDESLABS PRIVATE LIMITED, Karnataka,16,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AWS Engineer,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Maharashtra,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Pre-Sales Consultant,Wipro, Karnataka,73,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP Abap Workflow - Module Lead,IDESLABS PRIVATE LIMITED, Uttar Pradesh,1,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Sr. Engineer,IDESLABS PRIVATE LIMITED, Karnataka,7,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Full stack developer – Angular/C#,.Net.",IDESLABS PRIVATE LIMITED, Karnataka,3,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
SAP BASIS with Selenium,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sr. Engineer,IDESLABS PRIVATE LIMITED, Telangana,15,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Telangana,33,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Project Lead,IDESLABS PRIVATE LIMITED, Karnataka,25,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Big Data Developer,Wipro, Karnataka,79,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Hyperion Essbase And Planning,LTIMindtree, Delhi,3,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP BI (BW) Lead,IDESLABS PRIVATE LIMITED, Telangana,7,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP MM WITH RELEASE STRATERGY,IDESLABS PRIVATE LIMITED, Telangana,112,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Maharashtra,2,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Primavera Unifier Architect,LTIMindtree, West Bengal,3,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP Security Consultant,IDESLABS PRIVATE LIMITED, Telangana,53,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Software Tester (Insuretech Company),ACURA SOLUTIONS LTD, Gujarat,11,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Sharepoint Developer,LTIMindtree, West Bengal,0,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
LTIMindtree Hiring SAP Project Manager,LTIMindtree, Haryana,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Social Media Manager with Insure-tech company,ACURA SOLUTIONS LTD, Maharashtra,0,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Program Manager,LTIMindtree, Delhi,45,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Java-Back end Developer,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAP BASIS Consultant-S4 HANA,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QA Engineer,IDESLABS PRIVATE LIMITED, Karnataka,14,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Teller Authorizer,ACURA SOLUTIONS LTD, Telangana,2,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Teller Authorizer,ACURA SOLUTIONS LTD, Andhra Pradesh,3,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DevOps Lead,Wipro, Maharashtra,12,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Data Analyst (Business professional Institute),ACURA SOLUTIONS LTD, Uttar Pradesh,16,11245,Full-time , Mid-Senior level,110, Real Estate,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Software Engineer,IDESLABS PRIVATE LIMITED, Maharashtra,48,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LTIMindtree Hiring SAP Project Manager,LTIMindtree, Karnataka,0,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BDM for a Reputed MNC Bank.,ACURA SOLUTIONS LTD, Karnataka,7,11245,Full-time , Mid-Senior level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Digital Marketing,ACURA SOLUTIONS LTD, Maharashtra,5,11245,Full-time , Entry level,110, Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Associate Software Engineer,IDESLABS PRIVATE LIMITED, Maharashtra,85,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Uttar Pradesh,1,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Data Architect,IDESLABS PRIVATE LIMITED, Karnataka,6,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAP ABSIS Admin,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Associate Software Engineer - .Net (Fintech Company),ACURA SOLUTIONS LTD, Uttar Pradesh,1,11245,Full-time , Entry level,110, Real Estate,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
Tech Manager,IDESLABS PRIVATE LIMITED, Maharashtra,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Associate Tech Specialist,IDESLABS PRIVATE LIMITED, Maharashtra,2,80867,Full-time , Entry level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
Test Manager,IDESLABS PRIVATE LIMITED, Maharashtra,4,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Sharepoint Developer,LTIMindtree, Delhi,0,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
Sharepoint Developer,LTIMindtree, Telangana,1,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
Talend Developer,LTIMindtree, Maharashtra,11,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAP FICO,IDESLABS PRIVATE LIMITED, Delhi,4,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAP ABAP + Customization,IDESLABS PRIVATE LIMITED, Telangana,0,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oracle Apps Technical OAF,LTIMindtree, Maharashtra,8,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Team Lead,IDESLABS PRIVATE LIMITED, Telangana,22,80867,Full-time , Mid-Senior level,1200, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LTIMindtree Hiring - Servicenow Developers,LTIMindtree, Tamil Nadu,23,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
